Time Since Start, Startboard, Stardboard ADC, Port, Port ADC, Front, Back, RPM ,,,
6.793749809,0.340738722,26,-11.55340826,55,54,1,0,,,
6.825405836,0.340738722,26,-10.85320169,57,54,1,0,,,
6.858300924,0.340738722,26,-10.85320169,57,50,1,0,,,
6.889484406,1.022216165,28,-10.85320169,57,54,1,0,,,
6.921583652,0.340738722,26,-10.85320169,57,52,1,0,,,
6.953784227,0.681477443,27,-10.85320169,57,54,1,0,,,
6.985831976,0.340738722,26,-10.85320169,57,55,1,0,,,
7.017954588,0,25,-11.20330497,56,55,1,0,,,
7.049999714,0.340738722,26,-11.20330497,56,55,1,0,,,
7.081883192,0.340738722,26,-10.85320169,57,57,1,0,,,
7.114011526,0.681477443,27,-10.85320169,57,55,1,0,,,
7.145713091,0.340738722,26,-10.85320169,57,60,1,0,,,
7.178010702,0.340738722,26,-11.20330497,56,55,0,0,,,
7.209579706,0.681477443,27,-10.85320169,57,55,1,0,,,
7.242119312,0.340738722,26,-10.85320169,57,55,1,0,,,
7.274793386,0.340738722,26,-10.50309841,58,50,1,0,,,
7.306015968,0.340738722,26,-10.85320169,57,54,1,0,,,
7.337994099,0.340738722,26,-11.20330497,56,56,1,0,,,
7.3697474,0.340738722,26,-11.20330497,56,54,1,0,,,
7.401762724,0.340738722,26,-10.85320169,57,57,1,0,,,
7.434313297,1.022216165,28,-11.20330497,56,55,0,0,,,
7.466266155,0,25,-10.85320169,57,54,1,0,,,
7.498129845,0.340738722,26,-10.85320169,57,49,1,0,,,
7.530434847,0,25,-10.85320169,57,54,1,0,,,
7.561910868,0.340738722,26,-10.15299513,59,51,1,0,,,
7.594435215,0.681477443,27,-10.15299513,59,56,1,0,,,
7.626393318,0.340738722,26,-11.55340826,55,55,0,0,,,
7.658481598,0.340738722,26,-10.85320169,57,55,1,0,,,
7.690700054,0.340738722,26,-11.20330497,56,55,0,0,,,
7.722528696,0.340738722,26,-10.85320169,57,55,1,0,,,
7.754318714,-0.681477443,23,-10.85320169,57,55,1,0,,,
7.786217451,0.340738722,26,-10.85320169,57,53,1,0,,,
7.818375349,0,25,-10.85320169,57,55,2,0,,,
7.850159407,0.340738722,26,-10.85320169,57,59,1,0,,,
7.882690907,0.681477443,27,-10.85320169,57,55,0,0,,,
7.914716482,0.340738722,26,-10.85320169,57,58,1,0,,,
7.9467628,0.340738722,26,-10.85320169,57,55,1,0,,,
7.978758335,0,25,-10.85320169,57,55,0,0,,,
8.01068902,0.340738722,26,-11.20330497,56,55,0,0,,,
8.042770863,0.340738722,26,-10.85320169,57,54,1,0,,,
8.074795961,0.340738722,26,-10.50309841,58,47,1,0,,,
8.106883049,0,25,-10.85320169,57,55,1,0,,,
8.138500214,0.340738722,26,-10.85320169,57,58,1,0,,,
8.170865536,0.340738722,26,-10.85320169,57,55,1,0,,,
8.202534437,0.340738722,26,-10.85320169,57,51,1,0,,,
8.234789371,0.340738722,26,-10.85320169,57,56,1,0,,,
8.266972065,0.340738722,26,-10.50309841,58,55,1,0,,,
8.298634291,0.340738722,26,-10.85320169,57,53,1,0,,,
8.331067324,0.340738722,26,-10.85320169,57,55,1,0,,,
8.362642765,0,25,-10.85320169,57,46,0,0,,,
8.39504838,0,25,-10.85320169,57,55,1,0,,,
8.426812649,0.340738722,26,-10.85320169,57,54,1,0,,,
8.459091425,0.340738722,26,-10.85320169,57,58,1,0,,,
8.49113369,0.340738722,26,-10.85320169,57,51,0,0,,,
8.523388147,1.022216165,28,-10.85320169,57,55,1,0,,,
8.554977894,0.340738722,26,-10.85320169,57,55,1,0,,,
8.587285757,0.340738722,26,-10.85320169,57,51,0,0,,,
8.619291306,0.340738722,26,-10.50309841,58,44,1,0,,,
8.651143312,0.340738722,26,-10.85320169,57,55,1,0,,,
8.683086634,-0.340738722,24,-11.20330497,56,54,0,0,,,
8.714864016,0,25,-10.85320169,57,54,0,0,,,
8.747241497,0.340738722,26,-11.20330497,56,54,1,0,,,
8.779374599,0.340738722,26,-10.85320169,57,54,1,0,,,
